Country,Name,NumberOfRatings,Price,Rating,Region,Tipology,Winery,Year,_id
Italy,Rebus Ruchè di Castagnole Monferrato 2016,32,10.4,3.4,Ruchè,red,Vinchio - Vaglio Serra,2016,60f33d7f00b871aef201e88c
Austria,Schafleiten St. Laurent 2013,32,22.5,3.8,Burgenland,red,Judith Beck,2013,60f33d7f00b871aef201e88d
Italy,Merlot 2018,32,5.9,4,Veneto,red,Castelforte,2018,60f33d7f00b871aef201e88e
Italy,Vino Nobile di Montepulciano 2014,32,20.9,3.9,Vino Nobile di Montepulciano,red,Boscarelli,2014,60f33d7f00b871aef201e88f
Portugal,Gerações Colheita Seleccionada 2014,32,14.9,4,Alentejano,red,Herdade Grande,2014,60f33d7f00b871aef201e890
Italy,Lagrein 2017,32,13.5,4.1,Südtirol - Alto Adige,red,Peter Sölva,2017,60f33d7f00b871aef201e891
Italy,Bussia Barolo 2015,32,116,4.3,Barolo,red,Ceretto,2015,60f33d7f00b871aef201e892
France,Haut-Médoc 2014,32,12.9,3.7,Haut-Médoc,red,"Château d'Aurilhac",2014,60f33d7f00b871aef201e893
South Africa,The Work of Time 2014,32,22.5,4.1,Robertson,red,Springfield Estate,2014,60f33d7f00b871aef201e894
Italy,Costa Russi (Barbaresco) Langhe 2016,32,484.03,4.5,Langhe,red,Gaja,2016,60f33d7f00b871aef201e895
South Africa,Private Collection Cabernet Sauvignon 2015,32,18.9,3.8,Stellenbosch,red,Saxenburg,2015,60f33d7f00b871aef201e896
Spain,Valdehermoso Roble 2018,32,8.95,3.7,Ribera del Duero,red,Valderiz,2018,60f33d7f00b871aef201e897
France,Terroir du Trias Bandol Rouge 2004,32,79.9,4.1,Bandol,red,Domaine de Terrebrune,2004,60f33d7f00b871aef201e898
Italy,Negroamaro del Salento 2017,32,5.95,3.7,Salento,red,Cantine Lizzano,2017,60f33d7f00b871aef201e899
France,Pomerol 2015,32,333.5,4.6,Pomerol,red,"Château l'Eglise-Clinet",2015,60f33d7f00b871aef201e89a
Italy,"Nero d'Avola 2015",32,5.95,3.9,Terre Siciliane,red,"Maree d'Ione",2015,60f33d7f00b871aef201e89b
Spain,Reserva 2015,32,17.5,4,Rioja,red,Hacienda Grimon,2015,60f33d7f00b871aef201e89c
Spain,Solar de Libano Reserva 2014,32,13.9,3.6,Rioja,red,Bodegas Castillo de Sajazarra,2014,60f33d7f00b871aef201e89d
Germany,Naiv Kleine Fabrik Portugieser 2016,32,9.5,3.9,Rheinhessen,red,Michael Teschke,2016,60f33d7f00b871aef201e89e
Italy,Cannonau di Sardegna 2018,32,16.46,4,Cannonau di Sardegna,red,Antonella Corda,2018,60f33d7f00b871aef201e89f
United States,Manteo Red Blend 2015,320,25.57,3.9,Sonoma County,red,Virginia Dare,2015,60f33d7f00b871aef201e8a0
Argentina,Estate Malbec 2018,320,7.3,3.7,Mendoza,red,Kaiken,2018,60f33d7f00b871aef201e8a1
Spain,Garnacha de Fuego 2018,320,8.95,3.5,Calatayud,red,Breca,2018,60f33d7f00b871aef201e8a2
South Africa,Shiraz (1685 Series) 2017,320,16.85,3.9,Coastal Region,red,Boschendal,2017,60f33d7f00b871aef201e8a3
Italy,Brunello di Montalcino Montosoli 2013,320,63.92,4.4,Brunello di Montalcino,red,Altesino,2013,60f33d7f00b871aef201e8a4
New Zealand,Cellar Selection Pinot Noir 2018,320,15.89,3.9,Marlborough,red,Villa Maria,2018,60f33d7f00b871aef201e8a5
Italy,Baccarossa 2017,320,15.9,4,Lazio,red,Poggio le Volpi,2017,60f33d7f00b871aef201e8a6
France,Cuvée du Vatican Réserve de l’Abbé Côtes du Rhône 2018,320,10.2,3.8,Côtes-du-Rhône,red,Château Sixtine,2018,60f33d7f00b871aef201e8a7
France,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,320,66.95,4.2,Saint-Émilion Grand Cru,red,Château La Couspaude,2005,60f33d7f00b871aef201e8a8
France,Gevrey Chambertin 2014,321,57.22,3.8,Gevrey-Chambertin,red,Louis Jadot,2014,60f33d7f00b871aef201e8a9
France,Margaux (Grand Cru Classé) 2016,321,49.95,4.1,Margaux,red,Château Prieuré-Lichine,2016,60f33d7f00b871aef201e8aa
Australia,Shiraz Short Row 2016,321,23.5,3.7,McLaren Vale,red,Fox Creek,2016,60f33d7f00b871aef201e8ab
South Africa,Pinot Noir 2017,321,23.29,3.8,Stellenbosch,red,Meerlust,2017,60f33d7f00b871aef201e8ac
South Africa,Cabernet Sauvignon 2017,321,14.9,3.6,Franschhoek,red,La Motte Wine Estate,2017,60f33d7f00b871aef201e8ad
United States,Valley Oaks Zinfandel 2018,3210,8.79,4.1,California,red,Fetzer,2018,60f33d7f00b871aef201e8ae
Italy,Aglianico Rubrato 2018,322,10.94,3.5,Irpinia,red,Feudi di San Gregorio,2018,60f33d7f00b871aef201e8af
France,Pomerol 2005,322,69.95,4.3,Pomerol,red,Château Beauregard,2005,60f33d7f00b871aef201e8b0
New Zealand,Pinot Noir 2016,322,29.5,4,Marlborough,red,Greywacke,2016,60f33d7f00b871aef201e8b1
Italy,Nebbiolo d’alba 2015,322,29,3.8,Piemonte,red,Bruno Giacosa,2015,60f33d7f00b871aef201e8b2
Spain,Rioja Reserva 2012,3222,13.95,3.8,Rioja,red,Marqués de Cáceres,2012,60f33d7f00b871aef201e8b3
United States,Eagle Peak Merlot 2016,323,8.9,3.5,California,red,Fetzer,2016,60f33d7f00b871aef201e8b4
Italy,Amarone della Valpolicella 2013,323,23.39,3.9,Amarone della Valpolicella,red,Corte Giona,2013,60f33d7f00b871aef201e8b5
Spain,Reserva 2012,323,13.48,3.8,Rioja,red,Montecillo,2012,60f33d7f00b871aef201e8b6
Argentina,Pasionado Cuatro Cepas 2013,323,31.1,4.1,Gualtallary,red,Andeluna,2013,60f33d7f00b871aef201e8b7
Italy,Toscana Grifi 2012,323,55.15,4,Toscana,red,Avignonesi,2012,60f33d7f00b871aef201e8b8
Lebanon,Rouge (Gaston Hochar) 2011,3230,46.3,4.2,Bekaa Valley,red,Château Musar,2011,60f33d7f00b871aef201e8b9
Australia,Shiraz 2016,324,8.78,3.5,South Australia,red,Oxford Landing,2016,60f33d7f00b871aef201e8ba
United States,Pinot Noir 2018,324,31.57,3.9,Los Carneros,red,Black Stallion,2018,60f33d7f00b871aef201e8bb
Australia,Hillcot Merlot 2016,324,16.76,3.8,Barossa,red,Grant Burge,2016,60f33d7f00b871aef201e8bc
United States,Vintners Blend Old Vine Zinfandel 2017,324,9.49,3.2,California,red,Ravenswood,2017,60f33d7f00b871aef201e8bd
France,Châteauneuf-du-Pape 2017,324,73.11,4.3,Châteauneuf-du-Pape,red,Château de Beaucastel,2017,60f33d7f00b871aef201e8be
Spain,12 Meses en Barrica Tempranillo 2015,324,8.99,3.7,Ribera del Duero,red,Yllera,2015,60f33d7f00b871aef201e8bf
Israel,Cabernet Sauvignon 2016,324,25.5,4.1,Galilee,red,Yarden,2016,60f33d7f00b871aef201e8c0
Italy,La Groletta Valpolicella Ripasso 2016,3246,13.16,3.9,Valpolicella Ripasso,red,Corte Giara,2016,60f33d7f00b871aef201e8c1
Italy,Palmenti Primitivo di Manduria Vigne Vecchie 2015,325,50.69,4.2,Primitivo di Manduria,red,Masseria Pietrosa,2015,60f33d7f00b871aef201e8c2
United States,HANDS OF TIME Red 2017,325,39.5,4.1,Napa Valley,red,"Stag's Leap Wine Cellars",2017,60f33d7f00b871aef201e8c3
Italy,Poggio alle Mura Brunello di Montalcino 2015,325,38.89,4.1,Brunello di Montalcino,red,Banfi,2015,60f33d7f00b871aef201e8c4
South Africa,Saboteur 2016,325,22.9,4.1,Western Cape,red,Luddite,2016,60f33d7f00b871aef201e8c5
Italy,Bramasole Syrah 2015,325,46,4.4,Cortona,red,La Braccesca,2015,60f33d7f00b871aef201e8c6
Italy,Cabernet Sauvignon Riserva Campaner 2016,325,14.72,4,Trentino-Alto Adige,red,Cantina Kaltern,2016,60f33d7f00b871aef201e8c7
United States,Maestro 2015,325,56.54,4.2,Napa Valley,red,Robert Mondavi,2015,60f33d7f00b871aef201e8c8
Brazil,Tannat (Grande Vindima) 2010,326,73.06,4,Encruzilhada do Sul,red,Lidio Carraro,2010,60f33d7f00b871aef201e8c9
Italy,Chianti Classico 2015,326,14.95,3.8,Chianti Classico,red,Rocca di Montegrossi,2015,60f33d7f00b871aef201e8ca
Italy,Spezie Barbaresco Riserva 2008,326,26.9,4,Barbaresco,red,Vite Colte,2008,60f33d7f00b871aef201e8cb
France,Crozes-Hermitage Rouge 2017,326,17.95,3.8,Crozes-Hermitage,red,Maison les Alexandrins,2017,60f33d7f00b871aef201e8cc
United States,Cabernet Sauvignon 50 Years 2016,326,14,3.9,Columbia Valley,red,Chateau Ste. Michelle,2016,60f33d7f00b871aef201e8cd
Italy,Capitel Nicalò Valpolicella Superiore 2016,326,11.9,3.8,Valpolicella,red,Tedeschi,2016,60f33d7f00b871aef201e8ce
France,Bandol Rouge 2011,326,49.9,4.1,Bandol,red,"Gros' Noré",2011,60f33d7f00b871aef201e8cf
France,Médoc 2010,326,18.42,3.8,Médoc,red,"Château d'Escurac",2010,60f33d7f00b871aef201e8d0
France,Bordeaux Rouge 2015,326,8.25,3.7,Bordeaux,red,"Château d'Haurets",2015,60f33d7f00b871aef201e8d1
United States,Lyndenhurst Cabernet Sauvignon 2014,326,75,4.2,St. Helena,red,Spottswoode,2014,60f33d7f00b871aef201e8d2
Argentina,Cabernet Franc 2012,326,31.59,4.1,Patagonia,red,Bodega del Fin del Mundo,2012,60f33d7f00b871aef201e8d3
Lebanon,Rouge (Gaston Hochar) 2004,3261,37.92,4.2,Bekaa Valley,red,Château Musar,2004,60f33d7f00b871aef201e8d4
Spain,Ribera del Duero Tinto 2015,3268,16.9,3.9,Ribera del Duero,red,Cepa 21,2015,60f33d7f00b871aef201e8d5
Italy,Jungano Aglianico Paestum 2017,327,20.93,4.2,Paestum,red,San Salvatore,2017,60f33d7f00b871aef201e8d6
Australia,Silver Series Shiraz 2017,327,8.41,3.6,South Eastern Australia,red,Tempus Two,2017,60f33d7f00b871aef201e8d7
Italy,Rocca dei Mori Briacò Primitivo Salento Rosso 2016,327,7.9,3.8,Salento,red,Apollonio,2016,60f33d7f00b871aef201e8d8
Italy,Countacc! 2015,327,24.86,3.7,Monferrato,red,Michele Chiarlo,2015,60f33d7f00b871aef201e8d9
France,Pessac-Léognan (Premier Grand Cru Classé) 2010,327,1197.9,4.6,Pessac-Léognan,red,Château Haut-Brion,2010,60f33d7f00b871aef201e8da
France,Pessac-Léognan 2014,327,82.37,4.1,Pessac-Léognan,red,Château Haut-Bailly,2014,60f33d7f00b871aef201e8db
United States,"Director's Cut Pinot Noir 2017",328,36.83,3.8,Russian River Valley,red,Francis Ford Coppola,2017,60f33d7f00b871aef201e8dc
Portugal,Palpite Reserva 2016,328,18.52,4.2,Alentejano,red,Fitapreta,2016,60f33d7f00b871aef201e8dd
Italy,Tanca Farra Alghero 2015,328,15.23,3.8,Alghero,red,Sella & Mosca,2015,60f33d7f00b871aef201e8de
France,Baron de Charette Monopole Bourgogne Pinot Noir 2017,328,15.5,3.7,Bourgogne,red,Château de Dracy,2017,60f33d7f00b871aef201e8df
Italy,Dolcetto d’Alba 2017,329,15.42,3.8,Piemonte,red,Bruno Giacosa,2017,60f33d7f00b871aef201e8e0
France,Saint-Julien (Grand Cru Classé) 2000,329,94.95,4.2,Saint-Julien,red,Château Langoa Barton,2000,60f33d7f00b871aef201e8e1
Italy,"Podere Montepulciano d'Abruzzo 2018",329,4.7,3.7,"Montepulciano d'Abruzzo",red,Umani Ronchi,2018,60f33d7f00b871aef201e8e2
Australia,Benchmark Shiraz 2018,329,6.95,3.3,South Australia,red,Grant Burge,2018,60f33d7f00b871aef201e8e3
Italy,Pactio Toscana Rosso 2014,329,9.65,3.4,Toscana,red,Fertuna,2014,60f33d7f00b871aef201e8e4
France,Margaux 2009,329,22.37,3.9,Margaux,red,Château Siran,2009,60f33d7f00b871aef201e8e5
France,Haut-Médoc 2015,329,16.9,3.9,Haut-Médoc,red,Château Fontesteau,2015,60f33d7f00b871aef201e8e6
United States,Red Mountain 2016,329,39.79,4.1,Red Mountain,red,Hedges Family Estate,2016,60f33d7f00b871aef201e8e7
France,Ventoux 2017,329,7.45,3.5,Ventoux,red,Famille Perrin,2017,60f33d7f00b871aef201e8e8
Italy,Ser Gioveto Toscana 2008,329,28.09,4.1,Toscana,red,Rocca delle Macìe,2008,60f33d7f00b871aef201e8e9
Australia,"Old Bush Vine Grenache (Samuel's Garden Collection) 2018",329,17.5,3.8,Barossa,red,Yalumba,2018,60f33d7f00b871aef201e8ea
Spain,Atrium Merlot 2017,329,11.99,4,Penedès,red,Torres,2017,60f33d7f00b871aef201e8eb
Spain,Rioja Tempranillo 2015,329,8.69,3.6,Rioja,red,Marqués de la Concordia,2015,60f33d7f00b871aef201e8ec
Italy,Amarone della Valpolicella Conte di Valle Riserva 2011,329,49,4.1,Amarone della Valpolicella,red,Palazzo Maffei,2011,60f33d7f00b871aef201e8ed
Argentina,Malbec 2014,3295,44.62,4.3,Mendoza,red,Catena Alta,2014,60f33d7f00b871aef201e8ee
Chile,Wild Slopes CGM Red 2018,33,20.49,4,Aconcagua,red,Outer Limits,2018,60f33d7f00b871aef201e8ef
Italy,Fossati Barolo 2015,33,72.62,4,Barolo,red,Enzo Boglietti,2015,60f33d7f00b871aef201e8f0
France,"Cos d'Estournel 2017",33,193.99,4.2,Saint-Estèphe,red,"Cos d'Estournel",2017,60f33d7f00b871aef201e8f1
Austria,Pannobile Red 2017,33,26.81,3.8,Burgenland,red,Paul Achs,2017,60f33d7f00b871aef201e8f2
Italy,Gilusia Syrah 2018,33,7.7,3.6,Terre Siciliane,red,Tenuta Rapitalà,2018,60f33d7f00b871aef201e8f3
France,Annonce Saint-Émilion Grand Cru 2016,33,60.44,3.9,Saint-Émilion Grand Cru,red,Château Belair-Monange,2016,60f33d7f00b871aef201e8f4
France,Le Retour Rouge 2015,33,8.57,3.7,Ventoux,red,Domaine Le Mur-Mur-Ium,2015,60f33d7f00b871aef201e8f5
France,Châteauneuf-du-Pape 2001,33,66.95,4.2,Châteauneuf-du-Pape,red,Tardieu-Laurent,2001,60f33d7f00b871aef201e8f6
United States,The Hidden Syrah 2016,33,89.47,4.3,Wahluke Slope,red,K Vintners,2016,60f33d7f00b871aef201e8f7
Italy,Primitivo 2017,33,8.11,3.7,Primitivo di Manduria,red,Palazzo Malgara,2017,60f33d7f00b871aef201e8f8
Spain,Crianza 2016,33,6.7,3.8,Rioja,red,Bodegas Aradon,2016,60f33d7f00b871aef201e8f9
Italy,Tazzelenghe 2011,33,24.01,4,Colli Orientali del Friuli,red,"Conte d'Attimis Maniago",2011,60f33d7f00b871aef201e8fa
Switzerland,Fläscher Pinot Noir 2018,33,27.78,3.5,Graubünden,red,Hansruedi Adank,2018,60f33d7f00b871aef201e8fb
Italy,Castrum 2014,33,25.9,4,Rosso Veronese,red,Paolo Cottini,2014,60f33d7f00b871aef201e8fc
South Africa,The Journeyman 2015,33,110.75,4.5,Franschhoek,red,Boekenhoutskloof,2015,60f33d7f00b871aef201e8fd
Austria,Zweigelt 2016,33,30.73,3.7,Burgenland,red,Claus Preisinger,2016,60f33d7f00b871aef201e8fe
Italy,Sudisfà Roero Riserva 2016,33,32.9,4.2,Roero,red,Negro Angelo,2016,60f33d7f00b871aef201e8ff
Austria,Rust Blaufränkisch Ried Mariental Trocken 2016,33,56.95,4.3,Burgenland,red,Ernst Triebaumer,2016,60f33d7f00b871aef201e900
France,La Séductrice 2018,33,14.89,3.7,Malepère,red,La Louvière,2018,60f33d7f00b871aef201e901
South Africa,Cabernet Sauvignon - Merlot 2017,33,9.36,3.7,Western Cape,red,Capaia,2017,60f33d7f00b871aef201e902
Australia,Jock McPherson Cabernet Sauvignon 2018,33,7.6,3.7,South Eastern Australia,red,McPherson,2018,60f33d7f00b871aef201e903
Chile,Merlot Private Reserve 2010,33,12.19,3.1,Maule Valley,red,Aromo,2010,60f33d7f00b871aef201e904
France,"Vougeot 1er Cru 'Les Petits Vougeots' 2013",33,77.5,4.1,"Vougeot 1er Cru 'Les Petits Vougeots'",red,Hudelot-Noëllat,2013,60f33d7f00b871aef201e905
Austria,Rotburger Im Fluss 2017,33,8.24,3.8,Burgenland,red,Weninger,2017,60f33d7f00b871aef201e906
France,Côte-Rôtie 2005,33,89.95,4.4,Côte-Rôtie,red,Tardieu-Laurent,2005,60f33d7f00b871aef201e907
France,Les Beaux Monts Vosne-Romanée 1er Cru 2013,33,92.12,4.2,"Vosne-Romanée 1er Cru 'Les Beaux Monts'",red,Michel Noëllat,2013,60f33d7f00b871aef201e908
France,Les Grézeaux Chinon 2018,33,17.06,3.7,Chinon,red,Bernard Baudry,2018,60f33d7f00b871aef201e909
South Africa,Cabernet Sauvignon 2016,33,11.49,3.9,Stellenbosch,red,Zevenwacht,2016,60f33d7f00b871aef201e90a
France,Pomerol by Clinet 2016,33,43.83,3.6,Pomerol,red,Château Clinet,2016,60f33d7f00b871aef201e90b
Germany,Spätburgunder Trocken 2017,33,9.5,3.7,Mosel,red,Regnery,2017,60f33d7f00b871aef201e90c
Argentina,Hereford Tinto 2018,33,5.16,3.2,Mendoza,red,Bodegas la Rosa,2018,60f33d7f00b871aef201e90d
Italy,Marche Rosso 2015,33,11.5,2.6,Marche,red,Roberto Lucarelli,2015,60f33d7f00b871aef201e90e
France,Le Lac-aux-Cochons Cahors 2015,33,28.47,3.7,Cahors,red,Château Combel La Serre,2015,60f33d7f00b871aef201e90f
Italy,Asili Barbaresco 2014,33,38.5,3.7,Barbaresco,red,Cascina Luisin,2014,60f33d7f00b871aef201e910
South Africa,Ja-Mocha Pinotage 2018,33,11.5,3.6,Western Cape,red,Simonsvlei,2018,60f33d7f00b871aef201e911
Portugal,Touriga Nacional 2015,33,34.12,4.2,Alentejano,red,Cortes de Cima,2015,60f33d7f00b871aef201e912
Germany,GG Eichberg Spätburgunder 2013,33,36.5,3.9,Baden,red,Salwey,2013,60f33d7f00b871aef201e913
Portugal,Touriga Nacional Alentejano 2017,33,7.45,3.8,Alentejano,red,"Terra d'Alter",2017,60f33d7f00b871aef201e914
France,Château Marojallia Margaux 2015,33,59.95,3.9,Margaux,red,Domaines Philippe Porcheron,2015,60f33d7f00b871aef201e915
France,Quetton Saint-Georges 2014,33,21.5,4.3,Saint-Georges d’Orques,red,"Château de l'Engarran",2014,60f33d7f00b871aef201e916
Italy,Barolo Castellero 2011,33,34.82,4,Barolo,red,Giacomo Fenocchio,2011,60f33d7f00b871aef201e917
France,Sotanum 2007,33,38.01,4.3,Collines Rhodaniennes,red,Les Vins de Vienne - Cuilleron-Gaillard-Villard,2007,60f33d7f00b871aef201e918
Italy,Brunello di Montalcino 2015,33,57.72,4.3,Brunello di Montalcino,red,Le Ragnaie,2015,60f33d7f00b871aef201e919
Austria,Blaufränkisch 2017,33,10.93,3.6,Burgenland,red,Umathum,2017,60f33d7f00b871aef201e91a
Germany,Winklerberg Spätburgunder GG 2011,33,55,4,Baden,red,Dr. Heger,2011,60f33d7f00b871aef201e91b
France,Les Bousselots Nuits-Saint-Georges 1er Cru 2013,33,86.62,4.3,Nuits-Saint-Georges Premier Cru,red,Domaine Robert Chevillon,2013,60f33d7f00b871aef201e91c
France,Pomerol 2016,33,54.73,3.9,Pomerol,red,Clos Plince,2016,60f33d7f00b871aef201e91d
Italy,Cabernet Sauvignon 2015,33,13.37,3.7,Colli Orientali del Friuli,red,Torre Rosazza,2015,60f33d7f00b871aef201e91e
Australia,Matilda Plains Cabernet - Shiraz 2017,33,9.55,3.9,Langhorne Creek,red,Bremerton,2017,60f33d7f00b871aef201e91f
Austria,Pinot Noir 2015,33,13.8,3.6,Niederösterreich,red,Loimer,2015,60f33d7f00b871aef201e920
Portugal,Vinhas Velhas Tinto 2017,33,29.99,4.6,Alentejano,red,Quinta do Paral,2017,60f33d7f00b871aef201e921
Argentina,Cabernet Sauvignon 2015,33,20.19,3.7,Mendoza,red,Terrazas de los Andes,2015,60f33d7f00b871aef201e922
Spain,Gago G 2016,33,16.95,3.8,Toro,red,Telmo Rodriguez,2016,60f33d7f00b871aef201e923
Italy,Raut Lagrein 2018,33,10.23,3.6,Südtirol - Alto Adige,red,Peter Zemmer,2018,60f33d7f00b871aef201e924
France,Mazis-Chambertin Grand Cru 2008,33,185.95,4.5,Mazis-Chambertin Grand Cru,red,Domaine Tortochot,2008,60f33d7f00b871aef201e925
South Africa,Creative Block 5 2017,33,16.95,3.9,Stellenbosch,red,Spier,2017,60f33d7f00b871aef201e926
Germany,Assmannshäuser Höllenberg Spätburgunder Trocken 2016,33,31.53,3,Rheingau,red,Allendorf,2016,60f33d7f00b871aef201e927
South Africa,Parel Vallei Farmstead Merlot 2012,33,33.89,4.2,Stellenbosch,red,Cape of Good Hope,2012,60f33d7f00b871aef201e928
Italy,Falletto Barolo 2015,33,173.63,4.3,Barolo,red,Bruno Giacosa,2015,60f33d7f00b871aef201e929
Chile,Shiraz 2019,33,5.43,3.2,Central Valley,red,Antares,2019,60f33d7f00b871aef201e92a
Italy,Chianti Classico Bellezza Gran Selezione 2015,33,31.57,4,Chianti Classico,red,Castello di Gabbiano,2015,60f33d7f00b871aef201e92b
Spain,Son P Negre 2017,33,15.99,3.8,Mallorca,red,Es Fangar,2017,60f33d7f00b871aef201e92c
Spain,Negra 2009,33,14.57,3.7,Montsant,red,Terra Personas,2009,60f33d7f00b871aef201e92d
Italy,Maurizio Zanella Sebino 2016,33,49.5,4.3,Sebino,red,"Ca' del Bosco",2016,60f33d7f00b871aef201e92e
Austria,Vision 2015,33,44.99,4.2,Burgenland,red,Reunion,2015,60f33d7f00b871aef201e92f
Australia,The Twenty-Eight Road Mourvèdre 2014,33,21.57,3.8,McLaren Vale,red,"d'Arenberg",2014,60f33d7f00b871aef201e930
Slovenia,Cabernet Sauvignon - Merlot 2017,330,8.95,3.3,Podravje,red,Puklavec Family Wines,2017,60f33d7f00b871aef201e931
France,Pomerol 2008,330,144.95,4.2,Pomerol,red,Château La Conseillante,2008,60f33d7f00b871aef201e932
France,Saint-Émilion Grand Cru 2015,330,49.95,4.1,Saint-Émilion Grand Cru,red,Château Lassègue,2015,60f33d7f00b871aef201e933
Italy,Quater Vitis Rosso 2014,330,13.89,4,Terre Siciliane,red,Firriato,2014,60f33d7f00b871aef201e934
Spain,El Rincón 2013,330,16.9,3.7,Dominio de Valdepusa,red,Marqués de Griñon,2013,60f33d7f00b871aef201e935
Argentina,Finca La Escuela Malbec 2013,330,34.73,3.8,Mendoza,red,Tinto Negro (TintoNegro),2013,60f33d7f00b871aef201e936
France,Clos du Marquis Saint-Julien 2015,330,67.75,4.3,Saint-Julien,red,Château Léoville Las Cases,2015,60f33d7f00b871aef201e937
France,Saint-Émilion Grand Cru 2014,330,18.9,3.9,Saint-Émilion Grand Cru,red,Château Barrail du Blanc,2014,60f33d7f00b871aef201e938
France,Côtes du Rhône Le Caillou 2018,331,10.9,3.8,Côtes-du-Rhône,red,Clos du Caillou,2018,60f33d7f00b871aef201e939
Australia,The Stump Jump Shiraz 2017,331,8.94,3.3,McLaren Vale,red,"d'Arenberg",2017,60f33d7f00b871aef201e93a
France,Légende (R) Pauillac 2015,331,34.64,4,Pauillac,red,Barons de Rothschild (Lafite),2015,60f33d7f00b871aef201e93b
Austria,Blaufränkisch 2017,331,14.08,3.8,Burgenland,red,Moric,2017,60f33d7f00b871aef201e93c
France,Castillon - Côtes de Bordeaux 2016,331,28.95,4,Castillon - Côtes de Bordeaux,red,"Château d'Aiguilhe",2016,60f33d7f00b871aef201e93d
Chile,Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017,331,10.5,3.9,Colchagua Valley,red,Emiliana,2017,60f33d7f00b871aef201e93e
France,Eléonore Bordeaux Supérieur 2016,331,9.5,3.7,Bordeaux Supérieur,red,Château Lajarre,2016,60f33d7f00b871aef201e93f
France,Pauillac (Grand Cru Classé) 2015,331,170.59,4.4,Pauillac,red,Château Pichon Longueville Comtesse de Lalande,2015,60f33d7f00b871aef201e940
Portugal,Douro Tinto 2015,331,49.02,4.4,Douro,red,Vale D. Maria,2015,60f33d7f00b871aef201e941
Italy,"Lamùri Nero d'Avola Regaleali 2016",3311,10.85,3.9,Terre Siciliane,red,"Tasca d'Almerita",2016,60f33d7f00b871aef201e942
Spain,Coronas Crianza 2017,332,7.29,3.8,Catalunya,red,Torres,2017,60f33d7f00b871aef201e943
France,Côtes du Rhône Le Bouquet Des Garrigues 2016,332,15.9,3.9,Côtes-du-Rhône,red,Clos du Caillou,2016,60f33d7f00b871aef201e944
France,Pomerol 2015,332,35,4,Pomerol,red,Château Mazeyres,2015,60f33d7f00b871aef201e945
France,Saint-Estèphe 2015,332,43.87,3.9,Saint-Estèphe,red,Château Meyney,2015,60f33d7f00b871aef201e946
Italy,Liber Pater Cirò Rosso Classico Superiore 2014,332,8.2,3.5,Cirò,red,Ippolito 1845,2014,60f33d7f00b871aef201e947
France,Vaucluse 2015,332,13.57,3.8,Vaucluse,red,Le Pigeoulet des Brunier,2015,60f33d7f00b871aef201e948
Italy,Chianti Classico 2016,333,28.92,3.9,Chianti Classico,red,Castello dei Rampolla,2016,60f33d7f00b871aef201e949
Italy,Vigna del Sorbo Gran Selezione Chianti Classico 2015,333,48.4,4.3,Chianti Classico,red,Fontodi,2015,60f33d7f00b871aef201e94a
Italy,"Nero d'Avola 2018",333,6.45,3.7,Terre Siciliane,red,Feudi Branciforti dei Bordonaro,2018,60f33d7f00b871aef201e94b
Italy,Bardolino 2018,333,7.31,3.6,Bardolino,red,Gorgo,2018,60f33d7f00b871aef201e94c
France,La Demoiselle de Sociando-Mallet Haut-Médoc 2014,333,19.5,3.9,Haut-Médoc,red,Château Sociando-Mallet,2014,60f33d7f00b871aef201e94d
South Africa,Cabernet Sauvignon (Ou Kalant) 2016,333,7.19,3.5,Coastal Region,red,MAN,2016,60f33d7f00b871aef201e94e
United States,CASK 23 Cabernet Sauvignon 2016,333,320,4.7,Napa Valley,red,"Stag's Leap Wine Cellars",2016,60f33d7f00b871aef201e94f
Italy,Versante Negroamaro 2015,333,6.2,3.4,Salento,red,Vallone,2015,60f33d7f00b871aef201e950
Australia,G.A.M. Shiraz 2010,333,43.69,4.2,McLaren Vale,red,Mitolo,2010,60f33d7f00b871aef201e951
France,Châteauneuf-du-Pape Vieilles Vignes 2015,334,79,4.3,Châteauneuf-du-Pape,red,Domaine de la Janasse,2015,60f33d7f00b871aef201e952
Chile,Carmenère 2016,334,8.69,3.4,Maule Valley,red,Aromo,2016,60f33d7f00b871aef201e953
